Time,Source,Label,Confidence
18:55:39,Camera,Juice Global Village pineapple,0.01
18:55:39,Camera,Juice Global Village pineapple,0.01
18:55:39,Camera,Juice Global Village pineapple,0.01
18:55:39,Camera,Juice Global Village pineapple,0.01
18:55:39,Camera,Juice Global Village pineapple,0.02
18:55:39,Camera,Juice Global Village pineapple,0.01
18:55:39,Camera,Juice Global Village pineapple,0.02
18:55:39,Camera,Juice Global Village pineapple,0.01
18:55:39,Camera,Juice Global Village pineapple,0.02
18:55:39,Camera,Juice Global Village pineapple,0.01
18:55:39,Camera,Juice Global Village pineapple,0.01
18:55:39,Camera,Juice Global Village pineapple,0.02
18:55:39,Camera,Juice Global Village pineapple,0.01
18:55:39,Camera,Juice Global Village pineapple,0.01
18:55:39,Camera,Juice Global Village pineapple,0.01
18:55:39,Camera,Juice Global Village pineapple,0.01
18:55:39,Camera,Juice Global Village pineapple,0.01
18:55:39,Camera,Juice Global Village pineapple,0.01
18:55:39,Camera,Juice Global Village pineapple,0.01
18:55:39,Camera,Juice Global Village pineapple,0.01
18:55:39,Camera,Juice Global Village pineapple,0.02
18:55:40,Camera,Juice Global Village pineapple,0.01
18:55:40,Camera,Juice Global Village pineapple,0.01
18:55:40,Camera,Juice Global Village pineapple,0.01
18:55:40,Camera,Juice Global Village pineapple,0.01
18:55:40,Camera,Juice Global Village pineapple,0.01
18:55:41,Camera,Juice Global Village pineapple,0.01
18:55:41,Camera,Juice Global Village pineapple,0.01
18:55:41,Camera,Juice Global Village pineapple,0.01
18:55:41,Camera,Juice Global Village pineapple,0.01
18:55:41,Camera,Juice Global Village pineapple,0.01
18:55:41,Camera,Juice Global Village pineapple,0.01
18:55:42,Camera,Juice Global Village pineapple,0.01
18:55:42,Camera,Juice Global Village pineapple,0.01
18:55:42,Camera,Juice Global Village pineapple,0.01
18:55:42,Camera,Juice Global Village pineapple,0.01
